id	state	abbr	Class	Topic	Question	Response	Break_Out	Break_Out_Category	Sample_Size	Data_value	Confidence_limit_Low	Confidence_limit_High	Display_order	Data_value_unit	Data_value_type	Data_Value_Footnote_Symbol	Data_Value_Footnote	DataSource	ClassId	TopicId	LocationID	BreakoutID	BreakOutCategoryID	QuestionID	ResponseID	GeoLocation
521	Arkansas	AR	Chronic Health Indicators	Asthma	Adults who have been told they currently have asthma (variable calculated from one or more BRFSS questions)	No	Overall	Overall	"4,748"	91.2	90	92.4	712	%	Crude Prevalence			BRFSS	CLASS03	Topic06	5	BO1	CAT1	_CASTHM1	RESP054	"(34.74865012400045, -92.27449074299966)"
522	Arkansas	AR	Chronic Health Indicators	Asthma	Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions)	Yes	Overall	Overall	680	13.3	11.9	14.8	665	%	Crude Prevalence			BRFSS	CLASS03	Topic06	5	BO1	CAT1	_LTASTH1	RESP046	"(34.74865012400045, -92.27449074299966)"
523	Arkansas	AR	Chronic Health Indicators	Asthma	Adults who have ever been told they have asthma (variable calculated from one or more BRFSS questions)	No	Overall	Overall	"4,565"	86.7	85.2	88.1	666	%	Crude Prevalence			BRFSS	CLASS03	Topic06	5	BO1	CAT1	_LTASTH1	RESP054	"(34.74865012400045, -92.27449074299966)"
524	Arkansas	AR	Chronic Health Indicators	Cardiovascular Disease	Ever told you had angina or coronary heart disease?	Yes	Overall	Overall	525	6.2	5.4	7	573	%	Crude Prevalence			BRFSS	CLASS03	Topic10	5	BO1	CAT1	CVDCRHD4	RESP046	"(34.74865012400045, -92.27449074299966)"
525	Arkansas	AR	Chronic Health Indicators	Cardiovascular Disease	Ever told you had angina or coronary heart disease?	No	Overall	Overall	"4,660"	93.8	93	94.6	574	%	Crude Prevalence			BRFSS	CLASS03	Topic10	5	BO1	CAT1	CVDCRHD4	RESP054	"(34.74865012400045, -92.27449074299966)"
526	Arkansas	AR	Chronic Health Indicators	Cardiovascular Disease	Ever told you had a heart attack (myocardial infarction)?	Yes	Overall	Overall	510	6.7	5.8	7.6	527	%	Crude Prevalence			BRFSS	CLASS03	Topic10	5	BO1	CAT1	CVDINFR4	RESP046	"(34.74865012400045, -92.27449074299966)"
527	Arkansas	AR	Chronic Health Indicators	Cardiovascular Disease	Ever told you had a heart attack (myocardial infarction)?	No	Overall	Overall	"4,713"	93.3	92.5	94.2	528	%	Crude Prevalence			BRFSS	CLASS03	Topic10	5	BO1	CAT1	CVDINFR4	RESP054	"(34.74865012400045, -92.27449074299966)"
528	Arkansas	AR	Chronic Health Indicators	Cardiovascular Disease	Ever told you had a stroke?	Yes	Overall	Overall	367	5.1	4.3	5.9	619	%	Crude Prevalence			BRFSS	CLASS03	Topic10	5	BO1	CAT1	CVDSTRK3	RESP046	"(34.74865012400045, -92.27449074299966)"
529	Arkansas	AR	Chronic Health Indicators	Cardiovascular Disease	Ever told you had a stroke?	No	Overall	Overall	"4,873"	94.9	94.1	95.7	620	%	Crude Prevalence			BRFSS	CLASS03	Topic10	5	BO1	CAT1	CVDSTRK3	RESP054	"(34.74865012400045, -92.27449074299966)"
530	Arkansas	AR	Chronic Health Indicators	COPD	Ever told you have COPD?	Yes	Overall	Overall	650	9	8	10.1	849	%	Crude Prevalence			BRFSS	CLASS03	Topic14	5	BO1	CAT1	CHCCOPD1	RESP046	"(34.74865012400045, -92.27449074299966)"
531	Arkansas	AR	Chronic Health Indicators	COPD	Ever told you have COPD?	No	Overall	Overall	"4,567"	91	89.9	92	850	%	Crude Prevalence			BRFSS	CLASS03	Topic14	5	BO1	CAT1	CHCCOPD1	RESP054	"(34.74865012400045, -92.27449074299966)"
532	Arkansas	AR	Chronic Health Indicators	Depression	Ever told you that you have a form of depression?	Yes	Overall	Overall	"1,111"	21.5	19.8	23.3	941	%	Crude Prevalence			BRFSS	CLASS03	Topic17	5	BO1	CAT1	ADDEPEV2	RESP046	"(34.74865012400045, -92.27449074299966)"
533	Arkansas	AR	Chronic Health Indicators	Depression	Ever told you that you have a form of depression?	No	Overall	Overall	"4,114"	78.5	76.7	80.2	942	%	Crude Prevalence			BRFSS	CLASS03	Topic17	5	BO1	CAT1	ADDEPEV2	RESP054	"(34.74865012400045, -92.27449074299966)"
534	Arkansas	AR	Chronic Health Indicators	Kidney	Ever told you have kidney disease?	No	Overall	Overall	"4,989"	97	96.4	97.5	988	%	Crude Prevalence			BRFSS	CLASS03	Topic35	5	BO1	CAT1	CHCKIDNY	RESP054	"(34.74865012400045, -92.27449074299966)"
535	Arkansas	AR	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	Yes	Overall	Overall	966	12.8	11.6	13.9	"1,032"	%	Crude Prevalence			BRFSS	CLASS03	Topic18	5	BO1	CAT1	DIABETE3	RESP046	"(34.74865012400045, -92.27449074299966)"
536	Arkansas	AR	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	"Yes, pregnancy-related"	Overall	Overall	42	1.1	0.7	1.5	"1,033"	%	Crude Prevalence			BRFSS	CLASS03	Topic18	5	BO1	CAT1	DIABETE3	RESP051	"(34.74865012400045, -92.27449074299966)"
537	Arkansas	AR	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	"No, pre-diabetes or borderline diabetes"	Overall	Overall	46	0.9	0.5	1.3	"1,035"	%	Crude Prevalence			BRFSS	CLASS03	Topic18	5	BO1	CAT1	DIABETE3	RESP052	"(34.74865012400045, -92.27449074299966)"
538	Arkansas	AR	Chronic Health Indicators	Diabetes	Have you ever been told by a doctor that you have diabetes?	No	Overall	Overall	"4,199"	85.2	84	86.5	"1,034"	%	Crude Prevalence			BRFSS	CLASS03	Topic18	5	BO1	CAT1	DIABETE3	RESP054	"(34.74865012400045, -92.27449074299966)"
539	Arkansas	AR	Chronic Health Indicators	Kidney	Ever told you have kidney disease?	Yes	Overall	Overall	246	3	2.5	3.6	987	%	Crude Prevalence			BRFSS	CLASS03	Topic35	5	BO1	CAT1	CHCKIDNY	RESP046	"(34.74865012400045, -92.27449074299966)"
540	Arkansas	AR	Chronic Health Indicators	Other Cancer	Ever told you had any other types of cancer?	Yes	Overall	Overall	588	6.8	6	7.6	803	%	Crude Prevalence			BRFSS	CLASS03	Topic40	5	BO1	CAT1	CHCOCNCR	RESP046	"(34.74865012400045, -92.27449074299966)"
541	Arkansas	AR	Chronic Health Indicators	Other Cancer	Ever told you had any other types of cancer?	No	Overall	Overall	"4,645"	93.2	92.4	94	804	%	Crude Prevalence			BRFSS	CLASS03	Topic40	5	BO1	CAT1	CHCOCNCR	RESP054	"(34.74865012400045, -92.27449074299966)"
542	Arkansas	AR	Chronic Health Indicators	Skin Cancer	Ever told you had skin cancer?	Yes	Overall	Overall	595	6.6	5.8	7.3	757	%	Crude Prevalence			BRFSS	CLASS03	Topic53	5	BO1	CAT1	CHCSCNCR	RESP046	"(34.74865012400045, -92.27449074299966)"
543	Arkansas	AR	Chronic Health Indicators	Skin Cancer	Ever told you had skin cancer?	No	Overall	Overall	"4,639"	93.5	92.7	94.2	758	%	Crude Prevalence			BRFSS	CLASS03	Topic53	5	BO1	CAT1	CHCSCNCR	RESP054	"(34.74865012400045, -92.27449074299966)"
544	Arkansas	AR	Colorectal Cancer Screening	Blood Stool Test	Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions)	Yes	Overall	Overall	468	12.9	11.4	14.4	"3,493"	%	Crude Prevalence			BRFSS	CLASS04	Topic08	5	BO1	CAT1	_RFBLDS2	RESP046	"(34.74865012400045, -92.27449074299966)"
545	Arkansas	AR	Colorectal Cancer Screening	Blood Stool Test	Adults aged 50+ who have had a blood stool test within the past two years (variable calculated from one or more BRFSS questions)	No	Overall	Overall	"3,000"	87.1	85.6	88.6	"3,494"	%	Crude Prevalence			BRFSS	CLASS04	Topic08	5	BO1	CAT1	_RFBLDS2	RESP054	"(34.74865012400045, -92.27449074299966)"
546	Arkansas	AR	Colorectal Cancer Screening	Blood Stool Test	Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions)	Had a blood stool test in the past year	Overall	Overall	194	6.7	5.4	8	"3,533"	%	Crude Prevalence			BRFSS	CLASS04	Topic08	5	BO1	CAT1	_RFBLDS3	RESP190	"(34.74865012400045, -92.27449074299966)"
547	Arkansas	AR	Colorectal Cancer Screening	Blood Stool Test	Adults aged 50-75 who have had a blood stool test within the past year (variable calculated from one or more BRFSS questions)	Have not had a blood stool test in the past year	Overall	Overall	"2,411"	93.3	92	94.6	"3,534"	%	Crude Prevalence			BRFSS	CLASS04	Topic08	5	BO1	CAT1	_RFBLDS3	RESP191	"(34.74865012400045, -92.27449074299966)"
548	Arkansas	AR	Colorectal Cancer Screening	Sigmoidoscopy	Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions)	Yes	Overall	Overall	"2,426"	64.6	62.3	66.9	"3,573"	%	Crude Prevalence			BRFSS	CLASS04	Topic52	5	BO1	CAT1	_RFSIGM2	RESP046	"(34.74865012400045, -92.27449074299966)"
549	Arkansas	AR	Colorectal Cancer Screening	Sigmoidoscopy	Adults aged 50+ who have ever had a sigmoidoscopy or colonoscopy (variable calculated from one or more BRFSS questions)	No	Overall	Overall	"1,119"	35.4	33.1	37.7	"3,574"	%	Crude Prevalence			BRFSS	CLASS04	Topic52	5	BO1	CAT1	_RFSIGM2	RESP054	"(34.74865012400045, -92.27449074299966)"
550	Arkansas	AR	Colorectal Cancer Screening	USPSTF Recommendations	Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions)	Met USPSTF recommendations for testing	Overall	Overall	"1,639"	60.7	58	63.4	"3,613"	%	Crude Prevalence			BRFSS	CLASS04	Topic64	5	BO1	CAT1	_CRCREC	RESP192	"(34.74865012400045, -92.27449074299966)"
551	Arkansas	AR	Colorectal Cancer Screening	USPSTF Recommendations	Respondents aged 50-75 who have fully met the USPSTF recommendation (variable calculated from one or more BRFSS questions)	Did not meet USPSTF recommendations for testing	Overall	Overall	917	39.3	36.6	42	"3,614"	%	Crude Prevalence			BRFSS	CLASS04	Topic64	5	BO1	CAT1	_CRCREC	RESP193	"(34.74865012400045, -92.27449074299966)"
552	Arkansas	AR	Demographics	Age	What is your age?	18-24 years	Overall	Overall	170	12.3	10.4	14.2	"1,346"	%	Crude Prevalence			BRFSS	CLASS05	Topic02	5	BO1	CAT1	AGE	RESP010	"(34.74865012400045, -92.27449074299966)"
553	Arkansas	AR	Demographics	Age	What is your age?	25-34 years	Overall	Overall	361	17.5	15.6	19.3	"1,347"	%	Crude Prevalence			BRFSS	CLASS05	Topic02	5	BO1	CAT1	AGE	RESP011	"(34.74865012400045, -92.27449074299966)"
554	Arkansas	AR	Demographics	Age	What is your age?	35-44 years	Overall	Overall	439	16.1	14.3	17.8	"1,348"	%	Crude Prevalence			BRFSS	CLASS05	Topic02	5	BO1	CAT1	AGE	RESP012	"(34.74865012400045, -92.27449074299966)"
555	Arkansas	AR	Demographics	Age	What is your age?	45-54 years	Overall	Overall	714	16.9	15.4	18.4	"1,349"	%	Crude Prevalence			BRFSS	CLASS05	Topic02	5	BO1	CAT1	AGE	RESP013	"(34.74865012400045, -92.27449074299966)"
556	Arkansas	AR	Demographics	Age	What is your age?	55-64 years	Overall	Overall	"1,161"	16.4	15.2	17.6	"1,350"	%	Crude Prevalence			BRFSS	CLASS05	Topic02	5	BO1	CAT1	AGE	RESP014	"(34.74865012400045, -92.27449074299966)"
557	Arkansas	AR	Demographics	Age	What is your age?	65+ years	Overall	Overall	"2,413"	20.9	19.7	22	"1,351"	%	Crude Prevalence			BRFSS	CLASS05	Topic02	5	BO1	CAT1	AGE	RESP015	"(34.74865012400045, -92.27449074299966)"
558	Arkansas	AR	Demographics	Disability status	"Are you blind or do you have serious difficulty seeing, even when wearing glasses?"	Yes	Overall	Overall	405	6.8	5.7	7.8	"2,379"	%	Crude Prevalence			BRFSS	CLASS05	Topic19	5	BO1	CAT1	BLIND	RESP046	"(34.74865012400045, -92.27449074299966)"
559	Arkansas	AR	Demographics	Disability status	"Are you blind or do you have serious difficulty seeing, even when wearing glasses?"	No	Overall	Overall	"4,578"	93.2	92.2	94.3	"2,380"	%	Crude Prevalence			BRFSS	CLASS05	Topic19	5	BO1	CAT1	BLIND	RESP054	"(34.74865012400045, -92.27449074299966)"
560	Arkansas	AR	Demographics	Disability status	"Do you have serious difficulty concentrating, remembering, or making decisions?"	Yes	Overall	Overall	741	15.9	14.3	17.6	"2,425"	%	Crude Prevalence			BRFSS	CLASS05	Topic19	5	BO1	CAT1	DECIDE	RESP046	"(34.74865012400045, -92.27449074299966)"
561	Arkansas	AR	Demographics	Disability status	"Do you have serious difficulty concentrating, remembering, or making decisions?"	No	Overall	Overall	"4,204"	84.1	82.4	85.7	"2,426"	%	Crude Prevalence			BRFSS	CLASS05	Topic19	5	BO1	CAT1	DECIDE	RESP054	"(34.74865012400045, -92.27449074299966)"
562	Arkansas	AR	Demographics	Disability status	Do you have difficulty doing errands alone?	Yes	Overall	Overall	614	11.1	9.8	12.5	"2,563"	%	Crude Prevalence			BRFSS	CLASS05	Topic19	5	BO1	CAT1	DIFFALON	RESP046	"(34.74865012400045, -92.27449074299966)"
563	Arkansas	AR	Demographics	Disability status	Do you have difficulty doing errands alone?	No	Overall	Overall	"4,334"	88.9	87.5	90.2	"2,564"	%	Crude Prevalence			BRFSS	CLASS05	Topic19	5	BO1	CAT1	DIFFALON	RESP054	"(34.74865012400045, -92.27449074299966)"
564	Arkansas	AR	Demographics	Disability status	Do you have difficulty dressing or bathing?	Yes	Overall	Overall	360	6.3	5.4	7.3	"2,517"	%	Crude Prevalence			BRFSS	CLASS05	Topic19	5	BO1	CAT1	DIFFDRES	RESP046	"(34.74865012400045, -92.27449074299966)"
565	Arkansas	AR	Demographics	Disability status	Do you have difficulty dressing or bathing?	No	Overall	Overall	"4,608"	93.7	92.7	94.6	"2,518"	%	Crude Prevalence			BRFSS	CLASS05	Topic19	5	BO1	CAT1	DIFFDRES	RESP054	"(34.74865012400045, -92.27449074299966)"
566	Arkansas	AR	Demographics	Disability status	Do you have serious difficulty walking or climbing stairs?	Yes	Overall	Overall	"1,423"	21.9	20.2	23.6	"2,471"	%	Crude Prevalence			BRFSS	CLASS05	Topic19	5	BO1	CAT1	DIFFWALK	RESP046	"(34.74865012400045, -92.27449074299966)"
567	Arkansas	AR	Demographics	Disability status	Do you have serious difficulty walking or climbing stairs?	No	Overall	Overall	"3,529"	78.1	76.4	79.8	"2,472"	%	Crude Prevalence			BRFSS	CLASS05	Topic19	5	BO1	CAT1	DIFFWALK	RESP054	"(34.74865012400045, -92.27449074299966)"
568	Arkansas	AR	Demographics	Disability status	"Adults who are limited in any activities because of physical, mental, or emotional problems"	Yes	Overall	Overall	"1,615"	27	25.2	28.8	"2,287"	%	Crude Prevalence			BRFSS	CLASS05	Topic19	5	BO1	CAT1	QLACTLM2	RESP046	"(34.74865012400045, -92.27449074299966)"
569	Arkansas	AR	Demographics	Disability status	"Adults who are limited in any activities because of physical, mental, or emotional problems"	No	Overall	Overall	"3,366"	73	71.2	74.8	"2,288"	%	Crude Prevalence			BRFSS	CLASS05	Topic19	5	BO1	CAT1	QLACTLM2	RESP054	"(34.74865012400045, -92.27449074299966)"
570	Arkansas	AR	Demographics	Disability status	Adults with health problem(s) that requires the use of special equipment	Yes	Overall	Overall	860	11.9	10.6	13.2	"2,333"	%	Crude Prevalence			BRFSS	CLASS05	Topic19	5	BO1	CAT1	USEEQUIP	RESP046	"(34.74865012400045, -92.27449074299966)"
571	Arkansas	AR	Demographics	Disability status	Adults with health problem(s) that requires the use of special equipment	No	Overall	Overall	"4,145"	88.1	86.8	89.4	"2,334"	%	Crude Prevalence			BRFSS	CLASS05	Topic19	5	BO1	CAT1	USEEQUIP	RESP054	"(34.74865012400045, -92.27449074299966)"
572	Arkansas	AR	Demographics	Education	What is the highest grade or year of school you completed?	Less than H.S.	Overall	Overall	604	16.8	14.9	18.7	"1,725"	%	Crude Prevalence			BRFSS	CLASS05	Topic21	5	BO1	CAT1	EDUCA	RESP021	"(34.74865012400045, -92.27449074299966)"
573	Arkansas	AR	Demographics	Education	What is the highest grade or year of school you completed?	H.S. or G.E.D.	Overall	Overall	"1,860"	35	33	37.1	"1,726"	%	Crude Prevalence			BRFSS	CLASS05	Topic21	5	BO1	CAT1	EDUCA	RESP022	"(34.74865012400045, -92.27449074299966)"
574	Arkansas	AR	Demographics	Education	What is the highest grade or year of school you completed?	Some post-H.S.	Overall	Overall	"1,391"	30	28	32	"1,727"	%	Crude Prevalence			BRFSS	CLASS05	Topic21	5	BO1	CAT1	EDUCA	RESP023	"(34.74865012400045, -92.27449074299966)"
575	Arkansas	AR	Demographics	Education	What is the highest grade or year of school you completed?	College+	Overall	Overall	"1,347"	18.2	16.9	19.6	"1,728"	%	Crude Prevalence			BRFSS	CLASS05	Topic21	5	BO1	CAT1	EDUCA	RESP024	"(34.74865012400045, -92.27449074299966)"
576	Arkansas	AR	Demographics	Employment	What is your employment status?	No work< yr	Overall	Overall	89	3.5	2.5	4.4	"1,808"	%	Crude Prevalence			BRFSS	CLASS05	Topic22	5	BO1	CAT1	EMPLOY1	RESP027	"(34.74865012400045, -92.27449074299966)"
577	Arkansas	AR	Demographics	Employment	What is your employment status?	No work >yr	Overall	Overall	115	3.7	2.8	4.6	"1,807"	%	Crude Prevalence			BRFSS	CLASS05	Topic22	5	BO1	CAT1	EMPLOY1	RESP028	"(34.74865012400045, -92.27449074299966)"
578	Arkansas	AR	Demographics	Employment	What is your employment status?	Student	Overall	Overall	82	4.4	3.3	5.5	"1,810"	%	Crude Prevalence			BRFSS	CLASS05	Topic22	5	BO1	CAT1	EMPLOY1	RESP030	"(34.74865012400045, -92.27449074299966)"
579	Arkansas	AR	Demographics	Employment	What is your employment status?	Retired	Overall	Overall	"1,958"	18.4	17.3	19.5	"1,811"	%	Crude Prevalence			BRFSS	CLASS05	Topic22	5	BO1	CAT1	EMPLOY1	RESP031	"(34.74865012400045, -92.27449074299966)"
580	Arkansas	AR	Demographics	Employment	What is your employment status?	Unable to work	Overall	Overall	692	12.8	11.4	14.2	"1,812"	%	Crude Prevalence			BRFSS	CLASS05	Topic22	5	BO1	CAT1	EMPLOY1	RESP032	"(34.74865012400045, -92.27449074299966)"
581	Arkansas	AR	Demographics	Employment	What is your employment status?	Employed	Overall	Overall	"1,538"	42.6	40.4	44.7	"1,805"	%	Crude Prevalence			BRFSS	CLASS05	Topic22	5	BO1	CAT1	EMPLOY1	RESP137	"(34.74865012400045, -92.27449074299966)"
582	Arkansas	AR	Demographics	Employment	What is your employment status?	Homemaker	Overall	Overall	358	6.5	5.5	7.6	"1,809"	%	Crude Prevalence			BRFSS	CLASS05	Topic22	5	BO1	CAT1	EMPLOY1	RESP141	"(34.74865012400045, -92.27449074299966)"
583	Arkansas	AR	Demographics	Employment	What is your employment status?	Self-employed	Overall	Overall	353	8.2	7	9.4	"1,806"	%	Crude Prevalence			BRFSS	CLASS05	Topic22	5	BO1	CAT1	EMPLOY1	RESP172	"(34.74865012400045, -92.27449074299966)"
584	Arkansas	AR	Demographics	Income	What is your annual household income?	"Less than $15,000"	Overall	Overall	686	15	13.3	16.8	"1,987"	%	Crude Prevalence			BRFSS	CLASS05	Topic33	5	BO1	CAT1	INCOME	RESP016	"(34.74865012400045, -92.27449074299966)"
585	Arkansas	AR	Demographics	Income	What is your annual household income?	"$15,000 - 24,999"	Overall	Overall	983	24.4	22.3	26.5	"1,988"	%	Crude Prevalence			BRFSS	CLASS05	Topic33	5	BO1	CAT1	INCOME	RESP017	"(34.74865012400045, -92.27449074299966)"
586	Arkansas	AR	Demographics	Income	What is your annual household income?	"$25,000 - 34,999"	Overall	Overall	562	13.4	11.8	15	"1,989"	%	Crude Prevalence			BRFSS	CLASS05	Topic33	5	BO1	CAT1	INCOME	RESP018	"(34.74865012400045, -92.27449074299966)"
587	Arkansas	AR	Demographics	Income	What is your annual household income?	"$35,000 -  49,999"	Overall	Overall	639	14.4	12.8	16	"1,990"	%	Crude Prevalence			BRFSS	CLASS05	Topic33	5	BO1	CAT1	INCOME	RESP019	"(34.74865012400045, -92.27449074299966)"
588	Arkansas	AR	Demographics	Income	What is your annual household income?	"$50,000+"	Overall	Overall	"1,370"	32.9	30.8	35	"1,991"	%	Crude Prevalence			BRFSS	CLASS05	Topic33	5	BO1	CAT1	INCOME	RESP020	"(34.74865012400045, -92.27449074299966)"
589	Arkansas	AR	Demographics	Internet	Have you used the internet in the past 30 days?	Yes	Overall	Overall	"3,364"	77.3	75.7	79	"2,172"	%	Crude Prevalence			BRFSS	CLASS05	Topic34	5	BO1	CAT1	INTERNET	RESP046	"(34.74865012400045, -92.27449074299966)"
590	Arkansas	AR	Demographics	Internet	Have you used the internet in the past 30 days?	No	Overall	Overall	"1,711"	22.7	21.1	24.3	"2,173"	%	Crude Prevalence			BRFSS	CLASS05	Topic34	5	BO1	CAT1	INTERNET	RESP054	"(34.74865012400045, -92.27449074299966)"
591	Arkansas	AR	Demographics	Marital Status	What is your marital status?	Married	Overall	Overall	"2,648"	54	51.8	56.1	"1,454"	%	Crude Prevalence			BRFSS	CLASS05	Topic38	5	BO1	CAT1	MARITAL	RESP033	"(34.74865012400045, -92.27449074299966)"
592	Arkansas	AR	Demographics	Marital Status	What is your marital status?	Divorced	Overall	Overall	773	12.6	11.3	14	"1,455"	%	Crude Prevalence			BRFSS	CLASS05	Topic38	5	BO1	CAT1	MARITAL	RESP034	"(34.74865012400045, -92.27449074299966)"
593	Arkansas	AR	Demographics	Marital Status	What is your marital status?	Widowed	Overall	Overall	"1,075"	7.9	7.1	8.6	"1,456"	%	Crude Prevalence			BRFSS	CLASS05	Topic38	5	BO1	CAT1	MARITAL	RESP035	"(34.74865012400045, -92.27449074299966)"
594	Arkansas	AR	Demographics	Marital Status	What is your marital status?	Separated	Overall	Overall	115	3.2	2.4	4.1	"1,457"	%	Crude Prevalence			BRFSS	CLASS05	Topic38	5	BO1	CAT1	MARITAL	RESP036	"(34.74865012400045, -92.27449074299966)"
595	Arkansas	AR	Demographics	Marital Status	What is your marital status?	Never married	Overall	Overall	516	18.6	16.6	20.6	"1,458"	%	Crude Prevalence			BRFSS	CLASS05	Topic38	5	BO1	CAT1	MARITAL	RESP037	"(34.74865012400045, -92.27449074299966)"
596	Arkansas	AR	Demographics	Marital Status	What is your marital status?	Partnered	Overall	Overall	85	3.7	2.7	4.7	"1,459"	%	Crude Prevalence			BRFSS	CLASS05	Topic38	5	BO1	CAT1	MARITAL	RESP038	"(34.74865012400045, -92.27449074299966)"
597	Arkansas	AR	Demographics	Number of Children	How many children live in your household? (variable calculated from one or more BRFSS questions)	Five or more children	Overall	Overall	27	1	0.5	1.4	"1,595"	%	Crude Prevalence			BRFSS	CLASS05	Topic39	5	BO1	CAT1	_CHLDCNT	RESP090	"(34.74865012400045, -92.27449074299966)"
598	Arkansas	AR	Demographics	Number of Children	How many children live in your household? (variable calculated from one or more BRFSS questions)	Four children	Overall	Overall	46	1.7	1	2.3	"1,594"	%	Crude Prevalence			BRFSS	CLASS05	Topic39	5	BO1	CAT1	_CHLDCNT	RESP091	"(34.74865012400045, -92.27449074299966)"
599	Arkansas	AR	Demographics	Number of Children	How many children live in your household? (variable calculated from one or more BRFSS questions)	Three children	Overall	Overall	150	5.4	4.3	6.5	"1,593"	%	Crude Prevalence			BRFSS	CLASS05	Topic39	5	BO1	CAT1	_CHLDCNT	RESP092	"(34.74865012400045, -92.27449074299966)"
600	Arkansas	AR	Demographics	Number of Children	How many children live in your household? (variable calculated from one or more BRFSS questions)	Two children	Overall	Overall	372	13.3	11.7	14.9	"1,592"	%	Crude Prevalence			BRFSS	CLASS05	Topic39	5	BO1	CAT1	_CHLDCNT	RESP093	"(34.74865012400045, -92.27449074299966)"
601	Arkansas	AR	Demographics	Number of Children	How many children live in your household? (variable calculated from one or more BRFSS questions)	One child	Overall	Overall	467	15.5	13.8	17.2	"1,591"	%	Crude Prevalence			BRFSS	CLASS05	Topic39	5	BO1	CAT1	_CHLDCNT	RESP094	"(34.74865012400045, -92.27449074299966)"
602	Arkansas	AR	Demographics	Number of Children	How many children live in your household? (variable calculated from one or more BRFSS questions)	None	Overall	Overall	"4,163"	63.2	61	65.4	"1,590"	%	Crude Prevalence			BRFSS	CLASS05	Topic39	5	BO1	CAT1	_CHLDCNT	RESP095	"(34.74865012400045, -92.27449074299966)"
603	Arkansas	AR	Demographics	Race	What is your race/ethnicity?	Hispanic	Overall	Overall	112	5.8	4.4	7.2	"1,253"	%	Crude Prevalence			BRFSS	CLASS05	Topic48	5	BO1	CAT1	RACE	RESP007	"(34.74865012400045, -92.27449074299966)"
604	Arkansas	AR	Demographics	Race	What is your race/ethnicity?	White	Overall	Overall	"4,041"	76.2	74.2	78.1	"1,251"	%	Crude Prevalence			BRFSS	CLASS05	Topic48	5	BO1	CAT1	RACE	RESP005	"(34.74865012400045, -92.27449074299966)"
605	Arkansas	AR	Demographics	Race	What is your race/ethnicity?	Black	Overall	Overall	794	14.3	12.7	15.8	"1,252"	%	Crude Prevalence			BRFSS	CLASS05	Topic48	5	BO1	CAT1	RACE	RESP006	"(34.74865012400045, -92.27449074299966)"
606	Arkansas	AR	Demographics	Race	What is your race/ethnicity?	MultiRacial	Overall	Overall	99	1	0.7	1.3	"1,255"	%	Crude Prevalence			BRFSS	CLASS05	Topic48	5	BO1	CAT1	RACE	RESP008	"(34.74865012400045, -92.27449074299966)"
607	Arkansas	AR	Demographics	Race	What is your race/ethnicity?	Other	Overall	Overall	132	2.8	2.1	3.5	"1,254"	%	Crude Prevalence			BRFSS	CLASS05	Topic48	5	BO1	CAT1	RACE	RESP009	"(34.74865012400045, -92.27449074299966)"
608	Arkansas	AR	Demographics	Rent/Own Home	Do you own or rent your home?	Own	Overall	Overall	"3,918"	69.4	67.3	71.6	"2,218"	%	Crude Prevalence			BRFSS	CLASS05	Topic49	5	BO1	CAT1	RENTHOM1	RESP003	"(34.74865012400045, -92.27449074299966)"
609	Arkansas	AR	Demographics	Rent/Own Home	Do you own or rent your home?	Rent	Overall	Overall	909	25.7	23.6	27.8	"2,219"	%	Crude Prevalence			BRFSS	CLASS05	Topic49	5	BO1	CAT1	RENTHOM1	RESP004	"(34.74865012400045, -92.27449074299966)"
610	Arkansas	AR	Demographics	Rent/Own Home	Do you own or rent your home?	Other	Overall	Overall	183	4.9	3.8	5.9	"2,220"	%	Crude Prevalence			BRFSS	CLASS05	Topic49	5	BO1	CAT1	RENTHOM1	RESP009	"(34.74865012400045, -92.27449074299966)"
611	Arkansas	AR	Demographics	Veteran Status	Have you ever served on active duty in the United States Armed Forces?	Yes	Overall	Overall	809	13.4	12.1	14.7	"2,126"	%	Crude Prevalence			BRFSS	CLASS05	Topic61	5	BO1	CAT1	VETERAN3	RESP046	"(34.74865012400045, -92.27449074299966)"
612	Arkansas	AR	Demographics	Veteran Status	Have you ever served on active duty in the United States Armed Forces?	No	Overall	Overall	"4,440"	86.6	85.3	87.9	"2,127"	%	Crude Prevalence			BRFSS	CLASS05	Topic61	5	BO1	CAT1	VETERAN3	RESP054	"(34.74865012400045, -92.27449074299966)"
613	Arkansas	AR	Health Care Access/Coverage	Health Care Cost	Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?	Yes	Overall	Overall	668	18.2	16.4	20	320	%	Crude Prevalence			BRFSS	CLASS07	Topic28	5	BO1	CAT1	MEDCOST	RESP046	"(34.74865012400045, -92.27449074299966)"
